Engagements,Followers at Posting,Type,Description,Month,Weekday,Seconds
786406,25874250,Video,? That was magical! ?,December,Wednesday,8340
723988,25874250,Video,Kawhis BACK!,December,Wednesday,6484
660431,25874250,Video,@zo gets UP at The Garden!,December,Wednesday,6333
741197,25874250,Video,@teamswish sets up @kingjames for the @cavs SLAM!,December,Wednesday,4993
660431,25874250,Video,The ageless Vince Carter gets loose for the @sacramentokings!,December,Wednesday,3558
341094,25874250,Photo,@magicjohnson x @obj! #NBACelebRow,December,Wednesday,1228
507710,25874250,Video,"@zo (8.6ppg, 7.1apg, 6.8rpg) hits the floor at MSG to warm up for tonights @lakers action 7pm/et @nbaonespn!",December,Tuesday,82347
516210,25874250,Video,The ?? on both ends! #NBABreakdown ....@kporzee & the @nyknicks host @lakers 7pm/et @nbaonespn!,December,Tuesday,59328
422359,25874250,Album,Monday nights winners!,December,Tuesday,23425
742888,25863517,Video,You have some competition!,December,Tuesday,18171
665830,25863517,Video,"#GrindCity legend! 
cc: @marcgasol",December,Tuesday,17943
724001,25863517,Video,"When the big man runs, you reward him!",December,Tuesday,15521
786959,25863517,Video,@jharden13 ????????????,December,Tuesday,12033
385067,25863517,Photo,???????????????????? straight Ws for the @houstonrockets!,December,Tuesday,11819
336234,25863517,Photo,"@rajonrondo notches his 30th career triple-double with 13p, 12a, 12r for the @pelicansnba!",December,Tuesday,11217
717875,25863517,Video,"Alley-oop, again! ?? @jharden13 finds @ccapela15 FIVE times in the first half!",December,Tuesday,10678
660443,25863517,Video,What a move by @cp3!,December,Tuesday,10397
660443,25863517,Video,@russwest44 with the THUNDEROUS SLAM!,December,Tuesday,9993
660443,25863517,Video,@ygtrece creates space for the triple!,December,Tuesday,5890
674314,25863517,Video,The TOP #AssistsOfTheWeek... which was your fave?,December,Monday,78999
353207,25863517,Album,"As Week 9 tips off, we check in with the stat leaders for the 2017-18 season!",December,Monday,64957
374616,25863517,Photo,????Two weeks out... which #NBAXmas game are YOU most looking forward to?,December,Monday,55272
284545,25850921,Album,"The @pacers, @nyknicks, @celtics, @pelicansnba, @raptors and @timberwolves each WIN on Sunday!",December,Monday,13292
781539,25850921,Video,A special night for Kevin Thompson! #ThisIsWhyWePlay,December,Monday,9340
645084,25850921,Video,Creating & devastating... @jarrettjack03 sets up @kporzee!,December,Monday,7715
707163,25850921,Video,@bensimmons been working on that one!,December,Monday,4815
645084,25850921,Video,@35_fitz erases it for the @sixers!,December,Monday,3730
335920,25850921,Photo,A new career-high 47 (32 in the second-half) for @vicoladipo in the @pacers 4th straight W! #feathery,December,Monday,2419
712931,25850921,Video,David Turner liked that one by his son @turner_myles! #ThisIsWhyWePlay,December,Monday,693
653303,25850921,Video,@bobimarjanovic13 dishes out of the double-team!,December,Sunday,85495
595952,25850921,Video,@semiojeleye37s move or the @celtics bench reaction??,December,Sunday,82889
722272,25850921,Video,?? We need more @jdmccrary! ??,December,Sunday,62524
415952,25850921,Album,"20 teams in action, 10 winners on a busy Saturday night around the Association!",December,Sunday,23892
892716,25850921,Video,@kingjames scored or assisted on the @cavs final 22 points!,December,Sunday,22808
731530,25850921,Video,The @houstonrockets improve to 12-1 on the road! #ThisIsWhyWePlay,December,Sunday,20768
391866,25850921,Photo,?????????????????? straight Ws for the @houstonrockets!,December,Sunday,19279
788710,25850921,Video,@jharden13???? to the rim for the @houstonrockets!,December,Sunday,18934
361769,25836582,Photo,"@russwest44 notches his 8th triple-double of the season for the @okcthunder with 20p, 14a, 11r!",December,Sunday,16978
707176,25836582,Video,"@giannis_an34 off the dribble, WITH AUTHORITY!",December,Sunday,15948
608377,25836582,Video,Poetry in Motion... @bensimmons to the rack! #PhantomCam,December,Sunday,14833
541687,25836582,Photo,"@kingjames has recorded his 3rd triple-double of the season for the @cavs with 29p, 12r, 11a!",December,Sunday,11529
645095,25836582,Video,@frank_ntilikina know where to find @kporzee!,December,Sunday,11070
438021,25836582,Photo,Bron x Ben.,December,Sunday,9047
775230,25836582,Video,Ryan Anderson from the bench!,December,Sunday,7897
645095,25836582,Video,@bensimmons finds @atf_33 with a lil wizardry!,December,Sunday,6139
645095,25836582,Video,@_kw15 gets to the bucket for the @hornets!,December,Sunday,3883
712944,25836582,Video,The future.... Jaiden x @isaiahthomas!  #ThisIsWhyWePlay,December,Sunday,2004
438021,25836582,Album,"For Bronny, Bryce and Zhuri! #ThisIsWhyWePlay #NBAKicks",December,Sunday,784
595963,25836582,Video,@louwillville for the @laclippers win!,December,Saturday,83787
652624,25836582,Video,"@manuginobilis @spurs winner, as heard around the world! #GlobalGame????",December,Saturday,75706
606582,25836582,Video,@vicoladipos clutch triples lead the @pacers to W in last two!,December,Saturday,51196
447959,25836582,Album,8 teams pick up wins in tonights action!,December,Saturday,19995
602498,25826105,Video,@manuginobili for the @spurs W!,December,Saturday,17983
717422,25826105,Video,???? @fchwpo ????,December,Saturday,16816
786463,25826105,Video,?? GINOBILIIIIII ??,December,Saturday,13818
724040,25826105,Video,You gotta box out Vince Carter!,December,Saturday,11427
717422,25826105,Video,?? @giannis_an34 in transition! ??,December,Saturday,10832
398374,25826105,Photo,#DubNation,December,Saturday,8900
724040,25826105,Video,Like peanut butter & jelly!,December,Saturday,3807
665866,25826105,Video,@dwighthoward takes it coast to coast for the #NBABDAY SLAM!,December,Saturday,3708
463174,25826105,Video,Ahead of tonights @celtics/@spurs action (9:30pm/et @nbaonespn)... we showcase @fchwpos athleticism!,December,Friday,85498
529398,25826105,Video,Get pumped for tonights @warriors/@detroitpistons action (7pm/et @nbaonespn)... with @1jordanbell above the rim!,December,Friday,73257
561350,25826105,Video,Lets get it... ???? for the @lakers/@sixers flow! ????: @gallo_locknez,December,Friday,61457
571149,25826105,Video,We celebrate @dwighthowards 32nd Birthday showcasing his handles for the @hornets! #NBABDAY,December,Friday,57479
309823,25826105,Album,"The @lakers, @washwizards, @brooklynnets & @houstonrockets each pick up a W tonight!",December,Friday,24395
382291,25826105,Photo,???????????????? straight Ws for the @houstonrockets!,December,Friday,22733
677722,25822118,Video,?? @spidadmitchell crosses to the rim!,December,Friday,19078
671527,25822118,Video,@bradbeal3 beats the third quarter ?? for the @washwizards!,December,Friday,18081
665879,25822118,Video,@flydre21 rolls for the MONSTER SLAM! #NBAMexicoGames,December,Friday,15801
476688,25822118,Video,Poetry in Motion.... @1ngram4 for the @lakers win off the @zo dish! #PhantomCam #ThisIsWhyWePlay,December,Friday,15028
549617,25822118,Video,"With the score tied, @zo finds @1ngram4 for the @lakers win!",December,Friday,13715
717435,25822118,Video,@bensimmons ????,December,Friday,11056
660491,25822118,Video,@josh_j11 puts it back WITH AUTHORITY!,December,Friday,9591
660491,25822118,Video,@bensimmons with a lil fake to the bucket!,December,Friday,8939
549617,25822118,Video,@1ngram4 gets to the rack for the @lakers reverse @nbaontnt!,December,Friday,6027
463182,25822118,Video,@lakers rooks @kuzmakyle and @zo warm up for tonights @nbaontnt action in Philadelphia.,December,Thursday,86071
458949,25822118,Video,"@bensimmons to @joelembiid, on repeat! ??@sixers/@lakers ?8pm/et ??@nbaontnt",December,Thursday,79238
565747,25815675,Video,Remember this @theofficialai3 @sixers winner?!? #ThisIsYourTime #NBATBT,December,Thursday,72209
516266,25815675,Video,@joelembiid protects the paint and runs the floor! #NBABreakdown ??@sixers/@lakers ?8pm/et ??@nbaontnt,December,Thursday,61504
680838,25815675,Video,Missed free throws = push-ups!,December,Thursday,48908
432752,25815675,Album,20 teams hit the floor on Wednesday night around the Association!,December,Thursday,23420
375601,25803579,Photo,"@kevindurant notches his 9th career triple-double with 35 points, 11 rebounds & 10 assists for the @warriors!",December,Thursday,16510
602531,25803579,Video,@deandre with a pair of oops early @nbaonespn!,December,Thursday,16276
812629,25803579,Video,@kingjames late trey seals he victory for the @cavs!,December,Thursday,12263
754955,25803579,Video,The @warriors turn defense to offense!,December,Thursday,10970
804232,25803579,Video,@kyrieirving to the rack for the @celtics!,December,Thursday,9768
602531,25803579,Video,@vicoladipos steal and trey completes the @pacers 16-point 4th quarter comeback!,December,Thursday,9210
660515,25803579,Video,@_kw15 learned that on the playgrounds of NYC!,December,Thursday,8736
437207,25803579,Photo,The @cavs win streak reaches 13 straight games! #AllForOne,December,Thursday,8329
741291,25803579,Video,@dwyanewade and @kingjames connect for the @cavs oop!,December,Thursday,8006
665903,25803579,Video,@giannis_an34 extendsssss the left for the #NBABDAY SLAM!,December,Thursday,7202
654478,25803579,Video,@denzelvalentine ???? @davidnwaba!,December,Thursday,5383
602531,25803579,Video,@kporzee back in action for the @nyknicks!,December,Thursday,5089
654478,25803579,Video,@kyle.oquinn x @courtneylee ????,December,Thursday,2751
626147,25803579,Video,We celebrate @giannis_an34s 23rd BIRTHDAY with a look at his BEST LEFTY DUNKS! #NBABDAY,December,Wednesday,61478
566558,25803579,Video,@bradbeal3s career-high 51 leads the @washwizards in Portland!,December,Wednesday,49874
683275,25803579,Video,"Earlier today, the @BrooklynNets arrived in Mexico City for the 2017 #NBAMexicoGames!",December,Wednesday,25485
299262,25790990,Album,"The @raptors, @okcthunder and @washwizards each rack up a W in tonights action!",December,Wednesday,20705
362339,25790990,Photo,A new career-high 51 for @bradbeal3!,December,Wednesday,19016
602542,25790990,Video,@josh_j11 gets into the paint and sets up @alexlen_21!,December,Wednesday,12365
602542,25790990,Video,@russwest44 cuts baseline off the @okcthunder inbounds!,December,Wednesday,9219
602542,25790990,Video,@dofficialmutombo approves of @sergeibakas swat in Toronto!,December,Wednesday,7940
309817,25790990,Photo,Congrats to the @sportsillustrated Performer of the Year @mooremaya & Rising Star of the Year @joelembiid!,December,Wednesday,2406
422091,25777427,Album,22 teams hit the floor for a busy Monday night!,December,Tuesday,19319
710830,25777427,Video,"@stephencurry30 becomes the fastest to 2,000 career triples by 227 games!",December,Tuesday,16069
660539,25777427,Video,@manuginobili up & under!!!,December,Tuesday,14804
336044,25777427,Photo,Former President George W. Bush & First Lady Laura Bush attend tonights @nuggets/@dallasmavs action!,December,Tuesday,13151
660539,25777427,Video,@spidadmitchell comes out of nowhere!,December,Tuesday,12076
456255,25777427,Photo,The @cavs win streak reaches 12 straight games! #AllForOne,December,Tuesday,11433
602553,25777427,Video,@dwighthoward uses his speed to the rim for the @hornets!,December,Tuesday,10979
602553,25777427,Video,@dbook closes out his 46-point night in style for the @suns!,December,Tuesday,9812
724106,25777427,Video,Theres a BLOCK PARTY in PHILLY!,December,Tuesday,7907
631160,25777427,Video,@giannis_an34 & @kyrieirving are going at it on @nbatv! #PhantomCam,December,Tuesday,7665
724106,25777427,Video,Lance with the dance!,December,Tuesday,6643
607468,25777427,Video,The @elfrid to @original00g connection! #PureMagic,December,Tuesday,5419
724106,25777427,Video,The BEST HANDLES from Week 7 around the NBA!,December,Tuesday,1183
668955,25777427,Video,Knocking them down from deep... the THREE POINT LEADERS heading into tonights action!,December,Monday,79174
353007,25777427,Album,"As Week 8 tips off, we check in with the stat leaders for the 2017-18 season!",December,Monday,72495
674411,25777427,Video,The TOP #AssistsOfTheWeek... which was your fave?,December,Monday,65455
388889,25777427,Photo,?????????????? straight Ws for the @houstonrockets!,December,Monday,19401
381160,25764242,Photo,?? @therealpjtucker17s #NBAKicks In LA! ??,December,Monday,18496
300856,25764242,Album,"The @okcthunder, @warriors, @houstonrockets, @timberwolves & @orlandomagic each WIN on Sunday!",December,Monday,18137
645177,25764242,Video,@1ngram4 tosses it and @larrydn7 knows what to do!,December,Monday,15832
335729,25764242,Photo,"@russwest44 tallies his 7th triple-double of the season with 22p, 10r & 10a in the @okcthunder W!",December,Monday,11118
707265,25764242,Video,@jimmybutler spins into the lane for 2 of his 20 4th quarter points!,December,Monday,10414
707265,25764242,Video,@jrich_0 with the denial!,December,Monday,5753
707265,25764242,Video,Josh Huestis crushes home the oop for the @okcthunder!,December,Monday,4794
707265,25764242,Video,@ygtrece busts out the moves to toss the oop!,December,Monday,3535
694299,25764242,Video,@stephencurry30 & @zazapachulia run the two-man game to perfection!,December,Monday,3041
668062,25764242,Video,"?? @stephencurry30, @kevindurant & @klaythompson go through pregame warmups for the @warriors in Miami! #DubNation",December,Sunday,85405
708880,25764242,Video,The moment when you meet your favorite player! #ThisIsWhyWePlay @stephencurry30,December,Sunday,82631
653398,25764242,Video,@tharealjsimms soars in for the SLAM!,December,Sunday,82009
818196,25764242,Video,@kingjames scores twice late to secure @cavs 11th straight W!,December,Sunday,50857
415715,25764242,Album,16 teams hit the floor on Saturday!,December,Sunday,27752
645189,25751499,Video,@bosnianbeast27 threads the needle to @planetpat5!,December,Sunday,16725
608466,25751499,Video,@thats_g_ with the ?? to avoid contact! #PhantomCam,December,Sunday,14115
490907,25751499,Photo,The @cavs win streak reaches 11 straight games!,December,Sunday,10431
328592,25751499,Photo,@expressmen NBA Game Changers @1ngram4 & @jmglitxh27 arrive for tonights action! #NBAStyle,December,Sunday,9999
775343,25751499,Video,The vision!,December,Sunday,9187
781667,25751499,Video,"Welcome Home, Sergeant Burgos! #HoopsForTroops",December,Sunday,7365
707278,25751499,Video,@dwyanewade goes in his bag of tricks!,December,Sunday,7268
716290,25751499,Video,The TOP 3 PLAYS from Novembers action!,December,Saturday,67305
557926,25751499,Video,Coming up on todays #InsideStuff (6:30pm/et @nbatv)... @atlhawks rook @jcollins20_ shows off their new practice facility!,December,Saturday,59163
829494,25751499,Video,The @warriors dish an NBA season-high 46 assists on 55 field goals!,December,Saturday,29793
725730,25751499,Video,?? @spidadmitchell becomes the first rookie since 2011 to score 40+ with his 41 tonight!,December,Saturday,22292
447676,25740494,Album,8 winners for an 8-Game Friday night!,December,Saturday,18291
660575,25740494,Video,@spidadmitchell euros to the bucket!,December,Saturday,16996
602585,25740494,Video,"Bang,Crossover,Bang! ...@normanpowell4 on the attack for the @raptors!",December,Saturday,10041
602585,25740494,Video,"@money23green tosses it, @1jordanbell finishes it!",December,Saturday,8754
398150,25740494,Photo,Mi Hermano! #ThisIsWhyWePlay,December,Saturday,4871
756928,25740494,Video,@kingjames of the @cavs named Eastern Conference Kia NBA Player of the Month for October/November!#KiaPOTM,December,Friday,80628
615662,25740494,Video,@jharden13 of the @houstonrockets named Western Conference Kia NBA Player of the Month for October/November!#KiaPOTM,December,Friday,80534
561231,25740494,Video,@bensimmons of the @sixers named Eastern Conference Kia NBA Rookie of the Month for October/November! #KiaROTM,December,Friday,76900
561231,25740494,Video,@kuzmakyle of the @lakers named Western Conference Kia NBA Rookie of the Month for October/November! #KiaROTM,December,Friday,76900
331634,25740494,Album,"Driving down a different lane, @cp3 hosted his 9th annual Celebrity ?? Invitational!",December,Friday,53216
386753,25733531,Album,"The @celtics, @cavs, @bucks, @nuggets & @utahjazz each pick up a W Thursday night!",December,Friday,23880
618317,25733531,Video,@willthethrillb5 gets into the lane and wins it for the @nuggets!,December,Friday,19151
700693,25733531,Video,@spidadmitchell cuts for the NASTY ALLEY-OOP!,December,Friday,16795
700693,25733531,Video,"@giannis_an34 with the chasedown block, twice!",December,Friday,16652
945019,25733531,Video,@kingjames rises up for the denial!,December,Friday,12058
457130,25733531,Photo,The @cavs win streak reaches 10!,December,Friday,10879
935255,25733531,Video,"@kyrieirving behind his back, to the rack!",December,Friday,8500
504133,25733531,Photo,"Congrats to @KingJames of the @cavs for moving up to 10th on the all-time Field Goals Made list with 10,660! #ThisIsWhyWePlay",December,Friday,5820
945019,25733531,Video,@kingjames on the attack to the rack!,December,Friday,4358
538661,25733531,Video,"Coming off a career-high 31p & 18r last night, @bensimmons warms up for tonights @sixers action in Boston on @nbatv!",November,Thursday,84741
538661,25733531,Video,Ahead of tonights @sixers action (vs. Boston 7:30pm/et @nbatv)... we showcase @bensimmons passing ability!,November,Thursday,74059
600396,25729297,Video,The HUSTLE PLAYS win games! #NBABreakdown ??@sixers/@celtics ?7:30pm/et ??@nbatv!,November,Thursday,61507
416886,25727158,Album,20 teams hit the floor around the NBA Wednesday night!,November,Thursday,24432
700718,25714428,Video,@desmith4 with the rock!,November,Thursday,14931
311451,25714428,Photo,@andredrummondd ?? @reggie_jackson,November,Thursday,11958
639205,25714428,Video,@kyle_lowry7 reveals the inspiration for tonights performance to @champagnepapi!,November,Thursday,11202
700718,25714428,Video,@timmyjr10 beats the buzzer!! Did you like the shot or the shimmy more??,November,Thursday,7823
639205,25714428,Video,@dwighthoward crossover & slam? @dwighthoward CROSSOVER & SLAM!,November,Thursday,6527
700718,25714428,Video,@joelembiid does both!,November,Thursday,4819
700718,25714428,Video,@elfrid creates space with the dribble!,November,Thursday,2080
293819,25714428,Album,"The @bucks, @cavs, @washwizards, @suns & @utahjazz each win Monday night!",November,Wednesday,20885
834392,25698990,Video,Oh My Goodness Gracious. ??,November,Wednesday,17796
834392,25698990,Video,?? ??,November,Wednesday,14756
694326,25698990,Video,@ebled2 threads the needle to @giannis_an34 ??,November,Wednesday,13639
639216,25698990,Video,@swipathefox climbs the ladder for the @sacramentokings!,November,Wednesday,12356
644430,25698990,Video,Longtime teammates @dwyanewade and @ud40 exchange jerseys! #ThisIsWhyWePlay,November,Wednesday,9706
700731,25698990,Video,Dont blink... or youll miss the @22wiggins ??,November,Wednesday,6965
694326,25698990,Video,?? @kevinlove puts up 32 in the first half for the @cavs on 10/14 FG! ??,November,Wednesday,6486
543084,25698990,Video,"#TakeNote... @utahjazz rook @spidadmitchells got game! 
Jazz/Nuggets: 10pm/et @nbaonespn",November,Tuesday,73603
728196,25698990,Video,Inspiring the future in the City of Brotherly Love... #ThisIsWhyWePlay,November,Tuesday,55985
406643,25698990,Album,8 winners on a busy Monday around the Association!,November,Tuesday,23333
655892,25698990,Video,@bogdanbogdanovics runner wins it for the @sacramentokings!,November,Tuesday,21577
788205,25698990,Video,Vince Carter with a lil finesse and power!,November,Tuesday,20101
700743,25685825,Video,@andre doubles back for the REVERSE SLAM!,November,Tuesday,16062
639228,25685825,Video,@averybradleycamps tosses it... @andredrummondd finishes it!,November,Tuesday,10918
700743,25685825,Video,The @pacers find the open man!,November,Tuesday,9653
774445,25685825,Video,For the fans! #ThisIsWhyWePlay,November,Tuesday,8769
676567,25685825,Video,Poetry in Motion... @kevinlove finds @kingjames for the @cavs SLAM! #PhantomCam,November,Tuesday,7301
834408,25685825,Video,?? How old is Vince Carter again? ??,November,Tuesday,6996
768705,25685825,Video,@jharden13 steps back three times early en route to 20 first quarter points!,November,Tuesday,6388
639228,25685825,Video,@bismackbiyombo and @turner_myles will not let each other score!,November,Tuesday,5695
862122,25685825,Video,@kingjames beats the first-half buzzer for the @cavs!,November,Tuesday,4912
392830,25685825,Photo,@kingjames x @bensimmons,November,Tuesday,1959
583112,25685825,Video,@dwyanewade wakes up his core with @cavs trainer @mikemancias1!,November,Tuesday,93
715460,25685825,Video,The TOP #AssistsOfTheWeek... which was your fave?,November,Monday,80944
709672,25685825,Video,Countin down the TOP 3 DUNKS from Week 6s NBA action!,November,Monday,76497
709672,25685825,Video,Countin down the TOP 3 HANDLES from Week 6s NBA action!,November,Monday,68221
340058,25685825,Album,"As Week 7 tips off, we check in with the stat leaders for the 2017-18 season!",November,Monday,61847
719024,25685825,Video,"The DUNKS.. SWATS.. and BUCKETS of the Reignman, SHAWN KEMP! (repost @nbahistory)",November,Monday,23772
293917,25672210,Album,"The @timberwolves, @miamiheat & @brooklynnets each pick up Sunday wins!",November,Monday,8126
684447,25672210,Video,@35_fitz seals the @brooklynnets W!,November,Monday,7301
765427,25672210,Video,A man of his word... @stephencurry30 with the #fannypack.,November,Sunday,58879
357461,25672210,Album,10 winners in Saturdays NBA action!,November,Sunday,46005
702302,25672210,Video,"Drive, pump-fake, fade... @blakegriffin32 wins it for the @laclippers!",November,Sunday,21206
684459,25657634,Video,@utahjazz rook @spidadmitchell... making it happen!,November,Sunday,16777
750328,25657634,Video,@damianlillard uses the glass on the wild reverse late!,November,Sunday,16327
684459,25657634,Video,@_kw15 to the rack for the @hornets!,November,Sunday,9681
447028,25657634,Photo,Town Business... the @warriors debut their new #NIKExNBA Statement uni!,November,Sunday,8257
992351,25657634,Video,?? @kyrieirving in transition for the @celtics! ??,November,Sunday,7671
750328,25657634,Video,The @spurs way.. find the open man!,November,Sunday,7240
384967,25657634,Album,Making a STATEMENT with new #NIKExNBA threads!,November,Saturday,56423
863849,25657634,Video,@stephencurry30 goes off for 26 in the 2nd quarter as the @warriors pull away!,November,Saturday,32876
431280,25657634,Album,"20 teams in action, 10 winners!",November,Saturday,26710
706498,25644913,Video,"@andre finishes it, plus the foul! #PosterAlert",November,Saturday,17831
383536,25644913,Photo,TAG your SQUAD!,November,Saturday,16934
723986,25644913,Video,@zazapachulia leads the @warriors break & feeds @1jordanbell ??,November,Saturday,15432
700782,25644913,Video,@karltowns throws it down WITH AUTHORITY!,November,Saturday,11694
316769,25644913,Photo,"@russwest44 secures his sixth triple-double of the season for the @okcthunder with 27p, 11r, 11a.",November,Saturday,10722
945139,25644913,Video,"@kingjames, deep in The Q!",November,Saturday,9944
474307,25644913,Photo,"@kingjames has secured his second triple-double of the season for the @cavs with 19p, 11r, 11a through 3 quarters.",November,Saturday,9806
935373,25644913,Video,@kyrieirvings at it again!,November,Saturday,8531
437017,25644913,Photo,???? or ???? for the @cavs Statement uni?,November,Saturday,8263
700782,25644913,Video,Every point counts... @ishsmith5 lets it fly!,November,Saturday,7842
538730,25644913,Video,@damianlillard finds @nvonleh for the @trailblazers SLAM!,November,Friday,67824
601097,25644913,Video,@3jmccollum warms up the handles in Brooklyn for early @trailblazers action!,November,Friday,56938
416625,25631592,Album,28 teams hit the floor on a WILD night around the Association!,November,Thursday,24017
603248,25631592,Video,@hbarnes @tissot.us buzzer beater for the @dallasmavs win headlines a 14-game night! #ThisIsYourTime,November,Thursday,21783
700807,25620036,Video,@dbook buries the triple to force OT in Phoenix!,November,Thursday,17186
639286,25620036,Video,@zo shows off the BOUNCE for the @lakers!,November,Thursday,16115
862200,25620036,Video,@kingjames scores 23 in the 4th including 18 straight to secure @cavs W!,November,Thursday,15848
639286,25620036,Video,@cp3 whips it to @tarikbblack for the birthday present!,November,Thursday,14468
587922,25620036,Video,@hbarnes buries the @tissot.us buzzer beater for the @dallasmavs W! #ThisIsYourTime,November,Thursday,12937
310015,25620036,Photo,"34 points, 10 rebounds & 9 assists for @russwest44 in @okcthunder 108-91 W!",November,Thursday,12407
587922,25620036,Video,@eneskanter11 gifts @realtracymorgan with his #NBAKicks following the @nyknicks W!,November,Thursday,11242
639286,25620036,Video,@waiters3 seals the victory for the @miamiheat!,November,Thursday,11106
375359,25620036,Photo,#ThunderUp x #DubNation,November,Thursday,10947
700807,25620036,Video,@joelembiid protects the paint from behind!,November,Thursday,8820
700807,25620036,Video,NUCLEAR ATHLETICISM by @russwest44!,November,Thursday,8067
639286,25620036,Video,@bensimmons on the attack for the @sixers!,November,Thursday,7081
375359,25620036,Photo,Dunkin in the Mecca!,November,Thursday,6988
639286,25620036,Video,@kyle_lowry7 tosses it... @demar_derozan finishes it!,November,Thursday,4677
767436,25620036,Video,?? @eneskanter11... with authority! ?? #PosterAlert,November,Thursday,4634
639286,25620036,Video,@russwest44 ...is ...pumped @nbaonespn!,November,Thursday,4376
694402,25620036,Video,?? @carmeloanthony x @the2kferguson ??,November,Thursday,3109
700807,25620036,Video,@teamswish ??,November,Thursday,2842
666546,25620036,Video,@kevindurant warms up tonights @warriors action in OKC @nbaonespn!,November,Thursday,1848
754164,25620036,Video,@stephencurry30 hits the floor to warm up & sign autographs in OKC!,November,Thursday,75
561722,25620036,Video,@russwest44 hits the floor early ahead of tonights @okcthunder/@warriors action 8pm/et @nbaonespn!,November,Wednesday,80053
551424,25620036,Video,"What you think, Mully? ...a pair of @warriors legends & @hoophall enshrinees chime in on @stephencurry30 & @kevindurant ahead of tonights action (8pm/et @nbaonespn)!",November,Wednesday,75214
504291,25620036,Video,Catch the speedy @swipathefox in action tonight as the @sacramentokings host the @lakers 10:30pm/et @nbaonespn! #NBABreakdown,November,Wednesday,59958
655963,25620036,Video,@blakeney96 skies for the @chicagobulls in LA!,November,Wednesday,19799
639297,25605558,Video,"Running the play to perfection, @zo catches the @lakers oop!",November,Wednesday,14890
709749,25605558,Video,Knocking them down from deep... the Three Point Leaders heading into tonights action!,November,Tuesday,84272
674482,25605558,Video,The BANK is OPEN for @stephencurry30 & @kevindurant at @warriors practice!,November,Tuesday,64654
791077,25605558,Video,?? Mindset. #ThisIsWhyWePlay,November,Tuesday,51759
406357,25591772,Album,22 teams hit the floor on a busy Monday night around  the NBA!,November,Tuesday,20569
875583,25591772,Video,@kyrieirvings clutch buckets (47p) lead the @celtics to 16th straight W!,November,Tuesday,18947
502381,25591772,Photo,???????????????????????????????? in a row for the @celtics as the streak reaches 16!,November,Tuesday,14809
323518,25591772,Photo,"@russwest44 registers his 5th triple-double of the season for the @okcthunder with 22p, 16r & 12a.",November,Tuesday,12689
694427,25591772,Video,?? @giannis_an34 impressed on both ends for the @bucks!,November,Tuesday,10361
391707,25591772,Photo,GREEN means GO!,November,Tuesday,9779
935441,25591772,Video,@kyrieirving uses his dribble for the triple!,November,Tuesday,9135
639309,25591772,Video,@jeramigrant shows off the BOUNCE from @ygtrece!,November,Tuesday,8159
644523,25591772,Video,@jaytatum0 on the attack for the @celtics! #PosterAlert,November,Tuesday,7507
583186,25591772,Video,@teamswish flicks it to @dwyanewade for the @cavs bucket!,November,Tuesday,5441
639309,25591772,Video,@stephensonlance makes it easy for @turner_myles!,November,Tuesday,4648
391707,25591772,Photo,Jumpin at The Garden!,November,Tuesday,3162
715551,25591772,Video,The TOP #AssistsOfTheWeek... which was your fave?,November,Monday,83724
709762,25591772,Video,Countin down the TOP 3 DUNKS from Week 5s NBA action!,November,Monday,74580
339848,25591772,Album,"As Week 6 tips off, we check in with the stat leaders for the 2017-18 season!",November,Monday,67205
722409,25591772,Video,Countin down the TOP 3 HANDLES from Week 5s NBA action!,November,Monday,58401
335178,25577586,Photo,@zo becomes the first @lakers rookie with multiple triple-doubles since @magicjohnson (1979)!,November,Monday,20112
293448,25577586,Album,"The @warriors, @pacers, @raptors, @detroitpistons, @suns & @lakers each pick up Ws on Sunday!",November,Monday,18811
684533,25577586,Video,@zo taps in the oop from @juliusrandle30!,November,Monday,17337
684533,25577586,Video,@zos swat sparks the @lakers transition!,November,Monday,13917
624441,25577586,Video,@jokara95 finds @illwil21 for the @nuggets triple!,November,Monday,11869
750409,25577586,Video,@turner_myles says No!,November,Monday,4854
693255,25577586,Video,?? @waiters3 ??,November,Sunday,83649
632397,25577586,Video,@pskills43 follows up the miss for the @raptors!,November,Sunday,81494
400216,25577586,Album,14 teams hit the floor for Saturdays 7 games!,November,Sunday,20114
1001632,25564228,Video,@kyrieirving... too smooth!,November,Sunday,13425
798926,25564228,Video,@kyrieirving gifts out his #NBAKicks following the @celtics 15th straight W! #PhantomCam #ThisIsWhyWePlay,November,Sunday,12383
540847,25564228,Photo,"Led by @stephencurry30s 20-point 3rd quarter, the @warriors overcome 24-point deficit for the W!",November,Sunday,12074
536225,25564228,Photo,?????????????????????????????? in a row for the @celtics as the streak continues!,November,Sunday,10327
750423,25564228,Video,@jaytatum0 takes it coast-to-coast... twice!,November,Sunday,9835
421453,25564228,Photo,When you get to meet your hero.... #ThisIsWhyWePlay,November,Sunday,7496
815120,25564228,Video,After the @sixers score 47 in the first quarter... the ?? shooting continues during the break!,November,Sunday,5140
624452,25564228,Video,@bensimmons finds @joelembiid for the @sixers SLAM!,November,Sunday,3671
704623,25564228,Video,We celebrate JASON WILLIAMS 42nd BIRTHDAY with his TOP 3 ASSISTS! #NBAvault #NBABDAY (repost @nbahistory),November,Saturday,70586
431015,25564228,Album,22 teams in action Friday night!,November,Saturday,29876
644558,25549954,Video,@antdavis23 flushes it down @nbaonespn! #PosterAlert,November,Saturday,16486
